id;firmbr;firm;brand;city;year;quarter;share;price;sugar;mushy;z1;z2;z3;z4;z5;z6;z7;z8;z9;z10;z11;z12;z13;z14;z15;z16;z17;z18;z19;z20
200856880;2008;2;8;56;88;1;0.0219;0.113;11;0;-0.352;-0.015;3.534;-0.202;-0.196;-0.024;-3.493;0.19;-0.354;0.198;-0.273;0.085;-0.006;0.082;0.005;0.001;0.104;0.079;0.073;0.079
201556880;2015;2;15;56;88;1;0.0164;0.074;4;1;-0.314;-0.004;3.835;-0.477;-0.242;0.003;1.641;-0.622;0.141;0.226;1.284;-0.067;-0.016;0.037;0.007;0.09;0.027;0.061;0.04;0.036
201656880;2016;2;16;56;88;1;0.0254;0.127;3;1;-0.321;0.004;3.457;-0.31;-0.233;-0.041;3.252;-0.82;-0.665;0.249;1.684;-0.215;-0.01;0.09;0.095;0.039;0.11;0.11;0.09;0.094
201956880;2019;2;19;56;88;1;0.0207;0.103;13;0;-0.345;-0.024;2.943;-0.192;-0.16;-0.016;-3.402;0.155;-0.215;0.145;-0.578;0.063;-0.003;0.071;0.039;0.105;0.044;0.077;0.045;0.065
202656880;2026;2;26;56;88;1;0.009;0.174;13;0;-0.336;-0.019;1.472;-0.235;-0.212;-0.085;-6.759;0.243;-1.47;0.209;-1.972;0.122;0.005;0.126;0.149;0.226;0.199;0.149;0.076;0.137
202856880;2028;2;28;56;88;1;0.0043;0.154;16;1;-0.258;-0.07;2.941;0.447;-0.149;-0.041;-5.36;-0.392;-0.647;0.036;-3.574;-0.257;0.011;0.131;0.164;0.06;0.089;0.122;0.147;0.117
204056880;2040;2;40;56;88;1;0.0071;0.141;10;0;-0.34;-0.01;3.094;-0.219;-0.215;-0.052;-3.721;0.235;-0.866;0.225;-0.555;0.114;-0.003;0.115;0.104;0.065;0.068;0.106;0.118;0.118
204856880;2048;2;48;56;88;1;0.0018;0.15;3;0;-0.327;0.004;3.514;-0.215;-0.227;-0.071;3.477;0.273;-1.217;0.252;1.69;0.137;-0.004;0.112;0.09;0.114;0.131;0.104;0.042;0.124
300656880;3006;3;6;56;88;1;0.027;0.08;20;1;0.472;-0.035;-6.897;1.016;0.583;0.046;11.517;0.592;0.845;-0.296;-6.667;-0.335;0.015;0.034;0.034;0.057;0.037;0.054;0.111;0.042
301456880;3014;3;14;56;88;1;0.0751;0.118;7;0;-0.34;-0.002;3.796;-0.2;-0.222;-0.031;-0.864;0.234;-0.477;0.248;0.54;0.11;-0.01;0.092;0.072;0.05;0.064;0.088;0.094;0.092
400256880;4002;4;2;56;88;1;0.0129;0.155;14;0;-0.338;-0.032;1.84;-0.225;-0.194;-0.056;-6.128;0.208;-0.926;0.172;-1.785;0.098;0.004;0.114;0.169;0.075;0.147;0.116;0.117;0.111
401056880;4010;4;10;56;88;1;0.0025;0.092;6;0;-0.348;-0.001;4.054;-0.174;-0.222;-0.007;0.108;0.21;-0.046;0.265;1.033;0.092;-0.015;0.053;-0.012;0.114;0.042;0.076;0.096;0.052
401256880;4012;4;12;56;88;1;0.0027;0.109;12;0;-0.351;-0.02;3.312;-0.198;-0.181;-0.02;-3.58;0.172;-0.285;0.173;-0.419;0.075;-0.004;0.084;0.154;0.085;0.093;0.085;0.023;0.073
601856880;6018;6;18;56;88;1;0.0509;0.116;0;0;-0.325;0.001;2.84;-0.189;-0.229;-0.03;6.811;0.262;-0.467;0.26;2.621;0.123;-0.012;0.058;0.075;0.078;0.094;0.084;0.079;0.097
100458880;1004;1;4;58;88;1;0.0081;0.064;2;1;-0.081;-0.023;-2.27;-0.698;-0.164;0.021;4.578;-0.648;0.458;0.053;3.528;-0.418;-0.032;0.031;0.138;0.108;0.023;0.016;-0.002;0.043
100658880;1006;1;6;58;88;1;0.0125;0.097;18;1;-0.41;0.009;-20.352;-0.186;0.07;0.004;1.155;0.098;0.157;-0.253;-6.54;-0.497;0.001;0.066;0.003;0.064;0.046;0.077;0.056;0.06
100758880;1007;1;7;58;88;1;0.0168;0.105;4;1;-0.081;0.006;-1.702;-0.659;-0.162;-0.011;3.278;-0.692;-0.111;0.069;2.866;-0.432;-0.026;0.068;0.092;0.105;0.111;0.079;0.144;0.069
100958880;1009;1;9;58;88;1;0.0081;0.102;3;0;-0.099;0.002;-0.679;0.037;-0.165;-0.006;4.469;0.158;-0.019;0.127;2.138;0.001;-0.029;0.08;0.083;0.095;0.125;0.083;0.035;0.065
101158880;1011;1;11;58;88;1;0.0064;0.19;12;0;-0.093;0.021;-6.028;-0.039;-0.157;-0.086;-3.731;0.144;-1.482;0.126;0.459;0.013;-0.023;0.166;0.083;0.19;0.125;0.163;0.151;0.155
101358880;1013;1;13;58;88;1;0.0061;0.122;14;0;-0.111;0.001;-8.365;-0.059;-0.122;-0.018;-2.88;0.07;-0.23;0.12;1.026;0.008;-0.028;0.1;0.167;0.098;0.129;0.087;0.148;0.073
101758880;1017;1;17;58;88;1;0.0454;0.096;3;1;-0.083;0;-1.922;-0.684;-0.163;-0.003;4.144;-0.698;0.033;0.072;3.286;-0.426;-0.028;0.073;0.063;0.113;0.095;0.057;0.105;0.064
103058880;1030;1;30;58;88;1;0.0024;0.105;4;0;-0.099;0.004;-0.719;0.03;-0.165;-0.01;3.391;0.151;-0.091;0.128;1.877;0.003;-0.029;0.077;0.074;0.093;0.074;0.091;0.132;0.074
104558880;1045;1;45;58;88;1;0.0231;0.123;14;0;-0.11;0.001;-8.344;-0.059;-0.124;-0.019;-2.92;0.071;-0.245;0.121;1.022;0.008;-0.028;0.082;0.119;0.102;0.197;0.1;0.012;0.084
200558880;2005;2;5;58;88;1;0.0102;0.155;1;0;-0.095;0.012;0.907;-0.031;-0.162;-0.071;8.915;0.206;-1.241;0.12;3.723;0;-0.02;0.114;0.196;0.066;0.129;0.125;0.081;0.123
200858880;2008;2;8;58;88;1;0.0505;0.072;11;0;-0.103;-0.001;-4.71;-0.033;-0.128;0.001;-1.525;0.06;0.091;0.123;1.248;0.008;-0.02;0.042;-0.012;0.079;0.051;0.03;0.083;0.035
201558880;2015;2;15;58;88;1;0.0065;0.087;4;1;-0.076;-0.005;-1.718;-0.656;-0.162;0.002;3.011;-0.643;0.127;0.052;2.741;-0.43;-0.028;0.058;0.15;0.094;0.06;0.051;0.023;0.063
201658880;2016;2;16;58;88;1;0.0046;0.154;3;1;-0.09;0.023;-1.535;-0.53;-0.161;-0.06;5.03;-0.878;-0.999;0.099;3.429;-0.434;-0.018;0.136;0.143;0.135;0.115;0.136;0.234;0.12
201958880;2019;2;19;58;88;1;0.0032;0.14;13;0;-0.096;0.006;-6.819;-0.041;-0.145;-0.032;-3.078;0.098;-0.48;0.13;0.995;0.01;-0.03;0.087;0.118;0.116;0.089;0.11;0.117;0.109
202658880;2026;2;26;58;88;1;0.0086;0.156;13;0;-0.094;0.011;-6.882;-0.04;-0.15;-0.046;-3.412;0.111;-0.728;0.13;0.821;0.011;-0.03;0.107;0.175;0.131;0.116;0.102;0.179;0.116
202858880;2028;2;28;58;88;1;0.0362;0.181;16;1;-0.069;0.026;-10.063;-0.22;-0.124;-0.05;-4.267;-0.44;-0.779;-0.033;-3.918;-0.497;-0.007;0.153;0.131;0.161;0.205;0.142;0.162;0.144
204058880;2040;2;40;58;88;1;0.0029;0.177;10;0;-0.094;0.021;-3.988;-0.027;-0.159;-0.079;-2.151;0.153;-1.349;0.126;0.854;0.012;-0.023;0.165;0.086;0.095;0.16;0.141;0.11;0.14
204858880;2048;2;48;58;88;1;0.0104;0.1;3;0;-0.099;0.002;-0.693;0.038;-0.165;-0.005;4.428;0.157;0.005;0.127;2.114;0.001;-0.029;0.068;0.052;0.122;0.086;0.063;0.053;0.074
300658880;3006;3;6;58;88;1;0.0432;0.097;20;1;-0.487;0.006;-25.871;-0.135;0.105;0.007;2.462;0.162;0.204;-0.263;-7.44;-0.484;0.003;0.072;0.106;0.078;0.043;0.07;0.03;0.046
301458880;3014;3;14;58;88;1;0.2279;0.113;7;0;-0.097;0.006;-1.545;0.009;-0.163;-0.018;0.613;0.129;-0.226;0.132;1.385;0.007;-0.029;0.06;0.132;0;0.032;0.074;0.011;0.065
400258880;4002;4;2;58;88;1;0.0188;0.198;14;0;-0.094;0.017;-8.467;-0.051;-0.153;-0.086;-4.926;0.133;-1.467;0.126;0.122;0.013;-0.024;0.149;0.116;0.181;0.165;0.156;0.212;0.162
401058880;4010;4;10;58;88;1;0.0041;0.107;6;0;-0.098;0.004;-1.145;0.017;-0.164;-0.013;1.422;0.134;-0.146;0.131;1.479;0.006;-0.029;0.082;0.118;-0.002;0.13;0.078;0.124;0.079
401258880;4012;4;12;58;88;1;0.088;0.101;12;0;-0.099;0.002;-5.656;-0.037;-0.135;-0.01;-2.128;0.075;-0.095;0.127;1.235;0.008;-0.026;0.036;0.079;0.048;0.096;0.07;0.052;0.067
601858880;6018;6;18;58;88;1;0.0075;0.148;0;0;-0.095;0.012;1.204;-0.026;-0.162;-0.062;10.31;0.207;-1.061;0.119;4.117;-0.001;-0.021;0.126;0.142;0.14;0.147;0.121;0.18;0.117
100461880;1004;1;4;61;88;1;0.003;0.098;2;1;-0.617;-0.012;1.334;-0.438;0.011;0.036;9.363;-0.549;0.77;-0.017;1.114;-0.211;0.001;0.065;0.041;0.041;0.061;0.067;0.069;0.071
100661880;1006;1;6;61;88;1;0.0159;0.137;18;1;-0.547;0.035;6.271;-0.153;0.142;0.019;2.113;0.088;0.44;-0.22;-4.629;-0.33;0.016;0.091;0.069;0.091;0.09;0.089;0.093;0.108
100761880;1007;1;7;61;88;1;0.0084;0.129;4;1;-0.612;0.001;2.981;-0.498;0.015;0.008;7.901;-0.623;0.246;-0.015;0.988;-0.254;0.008;0.096;0.038;0.066;0.113;0.112;0.055;0.097
100961880;1009;1;9;61;88;1;0.0226;0.103;3;0;-0.611;-0.002;1.766;-0.219;0.012;0.029;8.484;0.355;0.638;-0.006;0.718;-0.072;0.002;0.08;0.003;0.066;0.049;0.072;0.023;0.068
101161880;1011;1;11;61;88;1;0.0414;0.167;12;0;-0.604;-0.005;5.709;-0.311;0.023;-0.019;0.996;0.332;-0.242;0.005;-0.334;-0.045;0.01;0.121;0.097;0.094;0.154;0.128;0.128;0.13
101361880;1013;1;13;61;88;1;0.0065;0.099;14;0;-0.615;0.008;5.277;-0.297;0.055;0.015;0.996;0.182;0.361;0.068;0.773;-0.075;0.005;0.058;0.064;0.112;0.03;0.069;0.07;0.071
101761880;1017;1;17;61;88;1;0.0003;0.157;3;1;-0.61;0.017;3.252;-0.711;0.017;-0.027;9.721;-0.767;-0.404;-0.01;1.33;-0.294;0.013;0.137;0.08;0.186;0.08;0.115;0.126;0.123
103061880;1030;1;30;61;88;1;0.007;0.125;4;0;-0.609;-0.003;2.916;-0.188;0.014;0.011;7.876;0.385;0.313;-0.006;0.808;-0.06;0.006;0.12;0.156;0.105;0.069;0.11;0.054;0.088
104561880;1045;1;45;61;88;1;0.0007;0.172;14;0;-0.603;-0.007;5.272;-0.343;0.028;-0.018;-0.072;0.301;-0.213;0.018;-0.276;-0.048;0.007;0.114;0.1;0.098;0.149;0.119;0.186;0.14
200561880;2005;2;5;61;88;1;0.0219;0.133;1;0;-0.609;-0.002;1.575;-0.079;0.015;0.004;11.509;0.451;0.172;-0.006;1.29;-0.048;0.008;0.103;0.197;0.01;0.148;0.108;0.117;0.1
200861880;2008;2;8;61;88;1;0.0592;0.106;11;0;-0.612;0.004;6.326;-0.316;0.027;0.017;1.756;0.237;0.401;0.021;-0.092;-0.067;0.005;0.085;0.097;0.139;0.077;0.068;0.1;0.067
201561880;2015;2;15;61;88;1;0.005;0.073;4;1;-0.629;-0.006;2.255;-0.342;0.006;0.04;5.855;-0.366;0.819;-0.047;0.611;-0.202;-0.002;0.053;0.018;0.063;0.072;0.042;0.077;0.047
201661880;2016;2;16;61;88;1;0.0435;0.13;3;1;-0.612;0;2.684;-0.556;0.015;0.007;9.179;-0.659;0.236;-0.012;1.192;-0.256;0.008;0.089;0.074;0.129;0.089;0.087;0.067;0.102
201961880;2019;2;19;61;88;1;0.0115;0.12;13;0;-0.61;0.001;5.947;-0.327;0.036;0.011;0.978;0.226;0.297;0.039;0.193;-0.067;0.005;0.098;0.196;-0.01;0.056;0.071;0.127;0.08
202661880;2026;2;26;61;88;1;0.0012;0.191;13;0;-0.603;0.001;4.878;-0.298;0.024;-0.044;-0.075;0.366;-0.686;0.003;-0.674;-0.032;0.014;0.161;0.106;0.126;0.126;0.166;0.143;0.16
202861880;2028;2;28;61;88;1;0.0751;0.161;16;1;-0.582;0.021;6.396;-0.054;0.065;0.001;0.23;-0.12;0.139;-0.123;-2.809;-0.307;0.018;0.129;0.137;0.142;0.088;0.12;0.152;0.126
204061880;2040;2;40;61;88;1;0.0014;0.144;10;0;-0.607;-0.004;5.954;-0.295;0.019;-0.003;2.494;0.324;0.047;0.001;-0.053;-0.053;0.009;0.109;0.106;0.09;0.114;0.112;0.17;0.102
204861880;2048;2;48;61;88;1;0.0216;0.106;3;0;-0.611;-0.002;1.814;-0.214;0.012;0.028;8.536;0.359;0.609;-0.006;0.74;-0.071;0.002;0.067;0.136;0.063;0.058;0.078;-0.008;0.077
300661880;3006;3;6;61;88;1;0.0386;0.117;20;1;-0.264;0.065;4.797;-0.405;0.324;0.038;6.239;0.309;0.755;-0.369;-7.905;-0.432;0.015;0.066;0.058;0.079;0.116;0.082;-0.052;0.089
301461880;3014;3;14;61;88;1;0.0031;0.138;7;0;-0.608;-0.003;4.806;-0.235;0.015;0;5.028;0.364;0.11;-0.005;0.44;-0.055;0.009;0.086;0.076;0.113;0.123;0.125;0.083;0.106
400261880;4002;4;2;61;88;1;0.1123;0.144;14;0;-0.607;-0.005;5.585;-0.344;0.034;0.001;0.442;0.249;0.128;0.035;0.2;-0.062;0.004;0.082;0.092;0.064;0.088;0.118;0.06;0.103
401061880;4010;4;10;61;88;1;0.0103;0.114;6;0;-0.611;-0.002;4.241;-0.256;0.013;0.019;5.687;0.333;0.449;-0.006;0.459;-0.066;0.004;0.082;0.075;0.053;0.075;0.088;0.068;0.088
401261880;4012;4;12;61;88;1;0.0212;0.108;12;0;-0.612;0.004;6.188;-0.318;0.033;0.015;1.343;0.224;0.368;0.032;0.037;-0.068;0.005;0.089;0.062;0.124;0.026;0.087;0.076;0.061
601861880;6018;6;18;61;88;1;0.0069;0.133;0;0;-0.609;-0.002;1.224;-0.054;0.015;0.004;12.775;0.464;0.184;-0.006;1.445;-0.045;0.008;0.114;0.065;0.057;0.081;0.109;0.206;0.102
100463880;1004;1;4;63;88;1;0.0089;0.08;2;1;-0.083;-0.082;-3.227;-0.449;-0.186;0.018;5.434;-0.713;0.427;-0.104;2.929;-0.572;-0.001;0.053;-0.029;0.001;0.066;0.063;0.019;0.036
100663880;1006;1;6;63;88;1;0.0048;0.132;18;1;0.01;-0.048;-4.528;0.046;-0.132;-0.018;-3.089;-0.26;-0.23;-0.196;-4.919;-0.404;0.016;0.099;0.043;0.068;0.105;0.106;0.068;0.1
100763880;1007;1;7;63;88;1;0.0296;0.071;4;1;-0.087;-0.083;-1.998;-0.435;-0.188;0.017;3.006;-0.614;0.402;-0.116;1.688;-0.534;-0.002;0.048;0.002;0.094;0.03;0.04;0.099;0.04
100963880;1009;1;9;63;88;1;0.0068;0.103;3;0;-0.074;-0.048;-1.834;0.048;-0.182;-0.001;4.845;0.272;0.078;-0.082;1.596;0.095;0.004;0.079;0.146;0.154;0.085;0.074;0.105;0.063
101163880;1011;1;11;63;88;1;0.0824;0.146;12;0;-0.061;-0.058;-2.374;0.02;-0.178;-0.036;-2.451;0.112;-0.542;-0.075;-0.97;0.003;0.01;0.105;0.083;0.089;0.105;0.112;0.134;0.108
101363880;1013;1;13;63;88;1;0.0424;0.13;14;0;-0.041;-0.052;-3.78;0.013;-0.169;-0.024;-3;0.076;-0.337;-0.069;-1.027;-0.009;0.01;0.11;0.088;0.119;0.133;0.09;0.107;0.094
101763880;1017;1;17;63;88;1;0.0669;0.113;3;1;-0.081;-0.053;-2.316;-0.398;-0.185;-0.014;4.656;-0.747;-0.155;-0.101;2.157;-0.58;0.007;0.081;0.131;0.153;0.085;0.085;0.116;0.08
103063880;1030;1;30;63;88;1;0.0047;0.125;4;0;-0.073;-0.045;-1.339;0.027;-0.182;-0.025;3.85;0.275;-0.358;-0.085;1.117;0.093;0.008;0.099;0.175;0.133;0.153;0.113;0.097;0.089
104563880;1045;1;45;63;88;1;0.0023;0.1;14;0;-0.016;-0.038;-3.983;0.011;-0.156;-0.01;-2.6;0.059;-0.104;-0.052;-0.851;-0.009;0.007;0.046;0.03;0.092;0.052;0.07;0.135;0.057
200563880;2005;2;5;63;88;1;0.0387;0.114;1;0;-0.074;-0.046;-3.826;0.031;-0.183;-0.013;7.466;0.324;-0.132;-0.088;2.817;0.12;0.006;0.083;0.133;0.039;0.085;0.082;0.05;0.083
200863880;2008;2;8;63;88;1;0.0177;0.092;11;0;-0.046;-0.039;-2.022;0.031;-0.169;-0.005;-1.586;0.076;-0.02;-0.047;-0.578;-0.001;0.006;0.06;0.062;0.076;0.106;0.061;-0.02;0.058
201563880;2015;2;15;63;88;1;0.0017;0.088;4;1;-0.085;-0.073;-1.879;-0.424;-0.187;0.006;3.24;-0.655;0.208;-0.111;1.624;-0.545;0.002;0.057;0.078;0.071;0.042;0.063;0.093;0.068
201663880;2016;2;16;63;88;1;0.0425;0.124;3;1;-0.079;-0.044;-2.256;-0.378;-0.185;-0.025;4.751;-0.768;-0.365;-0.1;2.113;-0.588;0.009;0.081;0.094;0.078;0.095;0.096;0.09;0.091
201963880;2019;2;19;63;88;1;0.0232;0.111;13;0;-0.039;-0.044;-3.178;0.019;-0.167;-0.015;-2.463;0.072;-0.183;-0.059;-0.869;-0.007;0.008;0.074;0.027;0.054;0.127;0.081;0.102;0.076
202663880;2026;2;26;63;88;1;0.0333;0.118;13;0;-0.043;-0.047;-3.144;0.019;-0.169;-0.018;-2.532;0.076;-0.235;-0.063;-0.91;-0.006;0.009;0.092;0.114;0.126;0.051;0.079;0.14;0.083
202863880;2028;2;28;63;88;1;0.0128;0.182;16;1;-0.06;-0.065;-2.697;-0.109;-0.181;-0.05;-4.037;-0.428;-0.78;-0.15;-3.791;-0.389;0.022;0.133;0.166;0.149;0.138;0.159;0.111;0.144
204063880;2040;2;40;63;88;1;0.0028;0.132;10;0;-0.065;-0.051;-1.322;0.031;-0.179;-0.028;-1.337;0.132;-0.407;-0.073;-0.742;0.015;0.009;0.077;0.046;0.035;0.121;0.108;-0.011;0.096
204863880;2048;2;48;63;88;1;0.0009;0.178;3;0;-0.073;-0.062;-2.279;-0.04;-0.183;-0.093;5.156;0.338;-1.626;-0.09;1.626;0.126;0.02;0.148;0.111;0.175;0.173;0.155;0.118;0.143
300663880;3006;3;6;63;88;1;0.0078;0.128;20;1;0.046;-0.035;-6.462;0.158;-0.072;-0.009;-2.097;-0.153;-0.072;-0.223;-5.927;-0.396;0.017;0.098;0.072;0.095;0.119;0.096;0.038;0.088
301463880;3014;3;14;63;88;1;0.012;0.164;7;0;-0.071;-0.054;-0.404;-0.001;-0.182;-0.066;0.754;0.251;-1.104;-0.085;-0.126;0.073;0.015;0.153;0.164;0.173;0.081;0.112;0.106;0.135
400263880;4002;4;2;63;88;1;0.054;0.137;14;0;-0.045;-0.055;-3.75;0.013;-0.171;-0.028;-3.089;0.081;-0.399;-0.071;-1.049;-0.008;0.01;0.087;0.113;0.099;0.085;0.102;0.119;0.101
401063880;4010;4;10;63;88;1;0.0081;0.102;6;0;-0.072;-0.046;-0.515;0.054;-0.181;-0.005;1.581;0.188;0.01;-0.071;0.237;0.051;0.005;0.076;0.061;0.072;0.111;0.061;0.021;0.075
401263880;4012;4;12;63;88;1;0.0197;0.105;12;0;-0.045;-0.042;-2.555;0.025;-0.169;-0.012;-2.064;0.077;-0.132;-0.056;-0.764;-0.004;0.008;0.069;0.026;-0.015;0.098;0.084;0.064;0.062
601863880;6018;6;18;63;88;1;0.1114;0.132;0;0;-0.074;-0.047;-5.178;0.015;-0.183;-0.034;8.871;0.349;-0.529;-0.09;3.545;0.132;0.01;0.095;0.117;0.137;0.1;0.093;0.071;0.084
100465880;1004;1;4;65;88;1;0.0034;0.076;2;1;-0.162;-0.021;-1.334;-0.513;-0.159;0;5.112;-0.428;0.054;-0.116;2.275;-0.239;0;0.036;0.04;-0.004;0.059;0.037;-0.033;0.043
100665880;1006;1;6;65;88;1;0.1051;0.089;18;1;-0.548;-0.016;-11.199;-0.088;0.257;0.023;4.373;0.243;0.467;-0.1;-2.599;-0.223;-0.003;0.048;0.009;0.074;0.066;0.058;-0.001;0.039
100765880;1007;1;7;65;88;1;0.0168;0.101;4;1;-0.16;-0.022;0.013;-0.435;-0.137;-0.014;4.336;-0.43;-0.191;-0.098;2.057;-0.242;0.005;0.076;0.101;0.035;0.101;0.083;0.111;0.059
100965880;1009;1;9;65;88;1;0.0132;0.063;3;0;-0.165;-0.013;-0.748;-0.152;-0.123;0.013;5.22;0.247;0.292;-0.049;2.353;0.046;-0.006;0.031;0.014;0.025;0.109;0.014;0.036;0.028
101165880;1011;1;11;65;88;1;0.0037;0.178;12;0;-0.225;-0.008;-0.769;-0.242;-0.062;-0.061;0.172;0.291;-1.006;-0.03;0.536;0.09;0.016;0.144;0.16;0.146;0.147;0.149;0.152;0.133
101365880;1013;1;13;65;88;1;0.003;0.118;14;0;-0.29;-0.009;-2.669;-0.248;-0.011;-0.01;-0.018;0.248;-0.102;0.007;0.009;0.097;0.001;0.078;0.065;0.147;0.037;0.093;0.083;0.08
101765880;1017;1;17;65;88;1;0.0092;0.106;3;1;-0.156;-0.024;-0.708;-0.466;-0.141;-0.018;5.026;-0.446;-0.263;-0.1;2.208;-0.229;0.006;0.075;0.089;0.064;0.121;0.063;0.091;0.065
103065880;1030;1;30;65;88;1;0.0036;0.116;4;0;-0.171;-0.016;-0.376;-0.168;-0.109;-0.023;5.164;0.274;-0.34;-0.053;2.25;0.043;0.005;0.101;0.078;0.033;0.099;0.08;0.092;0.082
104565880;1045;1;45;65;88;1;0.0044;0.142;14;0;-0.266;-0.009;-2.358;-0.26;-0.031;-0.027;-0.407;0.27;-0.402;-0.008;-0.154;0.105;0.006;0.093;0.092;0.139;0.051;0.091;0.129;0.105
200565880;2005;2;5;65;88;1;0.008;0.098;1;0;-0.167;-0.017;-2.333;-0.149;-0.121;-0.01;7.22;0.269;-0.119;-0.064;2.499;0.029;0.002;0.082;0.073;0.091;0.062;0.048;0.045;0.069
200865880;2008;2;8;65;88;1;0.0467;0.087;11;0;-0.25;-0.01;-0.358;-0.222;-0.044;0.002;0.988;0.243;0.096;0.009;1.115;0.089;-0.005;0.043;0.1;0.068;0.039;0.057;-0.017;0.045
201565880;2015;2;15;65;88;1;0.012;0.051;4;1;-0.184;-0.014;0.496;-0.447;-0.148;0.014;3.626;-0.376;0.289;-0.118;1.897;-0.267;-0.005;0.025;0.059;0.003;0.025;0.021;0.006;0.023
201665880;2016;2;16;65;88;1;0.0055;0.134;3;1;-0.154;-0.025;-0.869;-0.458;-0.132;-0.037;5.412;-0.468;-0.6;-0.09;2.238;-0.212;0.012;0.103;0.055;0.158;0.046;0.102;0.144;0.098
201965880;2019;2;19;65;88;1;0.0595;0.093;13;0;-0.297;-0.01;-2.031;-0.229;-0.005;0.002;0.525;0.229;0.104;0.02;0.521;0.088;-0.004;0.036;-0.01;-0.015;0.045;0.052;0.086;0.056
202665880;2026;2;26;65;88;1;0.002;0.159;13;0;-0.241;-0.008;-1.434;-0.255;-0.051;-0.043;-0.22;0.284;-0.693;-0.02;0.187;0.101;0.011;0.118;0.102;0.166;0.123;0.133;0.071;0.134
202865880;2028;2;28;65;88;1;0.0089;0.178;16;1;-0.302;-0.018;-3.8;0.036;-0.008;-0.042;-0.917;-0.241;-0.649;-0.064;-1.977;-0.378;0.018;0.12;0.2;0.053;0.183;0.142;0.153;0.136
204065880;2040;2;40;65;88;1;0.0029;0.138;10;0;-0.211;-0.011;0.201;-0.224;-0.074;-0.033;1.349;0.278;-0.52;-0.027;1.23;0.083;0.007;0.099;0.182;0.133;0.122;0.095;0.112;0.1
204865880;2048;2;48;65;88;1;0.0013;0.125;3;0;-0.171;-0.017;-0.964;-0.163;-0.11;-0.03;5.998;0.278;-0.471;-0.057;2.329;0.035;0.007;0.083;0.149;0.119;0.089;0.093;0.113;0.093
300665880;3006;3;6;65;88;1;0.0304;0.135;20;1;-0.519;-0.031;-12.655;-0.044;0.217;0.025;3.756;0.182;0.546;-0.089;-3.276;-0.25;0.003;0.089;0.027;0.064;0.137;0.108;0.068;0.087
301465880;3014;3;14;65;88;1;0.0239;0.173;7;0;-0.189;-0.014;0.433;-0.192;-0.09;-0.065;3.354;0.291;-1.098;-0.046;1.798;0.051;0.017;0.122;0.131;0.2;0.185;0.137;0.152;0.137
400265880;4002;4;2;65;88;1;0.0183;0.15;14;0;-0.26;-0.008;-2.297;-0.262;-0.036;-0.033;-0.509;0.276;-0.507;-0.012;-0.191;0.106;0.008;0.106;0.096;0.02;0.1;0.105;0.087;0.118
401065880;4010;4;10;65;88;1;0.0006;0.136;6;0;-0.181;-0.015;0.342;-0.185;-0.098;-0.036;3.878;0.28;-0.577;-0.046;2.002;0.052;0.008;0.109;0.066;0.159;0.101;0.106;0.065;0.09
401265880;4012;4;12;65;88;1;0.042;0.085;12;0;-0.278;-0.01;-1.159;-0.224;-0.021;0.004;0.755;0.232;0.138;0.019;0.85;0.087;-0.005;0.041;-0.04;0.044;0.065;0.055;0.019;0.06
601865880;6018;6;18;65;88;1;0.0012;0.133;0;0;-0.174;-0.02;-3.125;-0.151;-0.114;-0.038;8.431;0.284;-0.609;-0.063;2.515;0.019;0.01;0.109;0.112;0.114;0.124;0.098;0.138;0.091
100401880;1004;1;4;1;88;2;0.0064;0.078;2;1;0.176;0.028;-0.184;-0.183;-0.114;0.023;5.739;-0.495;0.518;0.486;5.511;-0.005;-0.027;0.02;0.054;0.071;0.032;0.039;0.083;0.044
100601880;1006;1;6;1;88;2;0.1413;0.141;18;1;0.128;-0.013;-6.364;0.091;0.015;-0.001;-0.927;-0.096;0.082;0.281;0.575;-0.03;-0.013;0.066;0.062;0.091;0.113;0.099;0.063;0.101
100701880;1007;1;7;1;88;2;0.0879;0.073;4;1;0.147;0.025;-0.828;-0.104;-0.105;0.021;3.474;-0.384;0.455;0.425;5.02;-0.017;-0.026;0.036;0.041;0.007;0.028;0.02;0.012;0.016
100901880;1009;1;9;1;88;2;0.0066;0.077;3;0;0.393;0.027;0.288;0.176;-0.173;0.012;3.445;0.293;0.3;0.812;4.219;0.053;-0.029;0.048;0.103;0.07;0.026;0.028;0.087;0.05
101101880;1011;1;11;1;88;2;0.0543;0.167;12;0;0.238;0.005;-2.077;0.241;-0.111;-0.052;-2.609;0.383;-0.865;0.537;4.346;0.131;-0.018;0.122;0.162;0.124;0.141;0.121;0.174;0.133
101301880;1013;1;13;1;88;2;0.022;0.092;14;0;0.007;0.005;-3.88;-0.018;0.008;0.005;-0.092;0.076;0.158;0.47;5.077;0.049;-0.025;0.056;0.029;0.054;0.071;0.064;-0.006;0.047
101701880;1017;1;17;1;88;2;0.0105;0.154;3;1;0.242;0.002;1.09;-0.336;-0.119;-0.061;6.092;-0.726;-1.052;0.565;5.235;-0.036;-0.014;0.114;0.051;0.085;0.127;0.122;0.123;0.127
103001880;1030;1;30;1;88;2;0.0013;0.15;4;0;0.293;0.021;0.96;0.347;-0.136;-0.058;4.407;0.534;-1.002;0.64;4.704;0.092;-0.019;0.126;0.143;0.058;0.094;0.111;0.131;0.129
